ID,Severity,Group,SourceFile,Function,Category,Summary,Status,ReviewFile
FR-232,MEDIUM,10,app/api/routers/plugins.py,install_plugin (synchronous path),Error Handling,If `PluginInstaller.__init__()` raises (e.g.,OPEN,File_review/GROUP_10_API/plugins.md
FR-233,MEDIUM,10,app/api/routers/run_control.py,pause_run / resume_run / cancel_run,Async Bug,Blocking a `threading.Lock` inside an `async def` function blocks the entire uvicorn event loop for the duration of the lock hold.,OPEN,File_review/GROUP_10_API/run_control.md
FR-234,MEDIUM,10,app/api/routers/run_control.py,pause_run / resume_run / cancel_run,Error Handling,No try/except around `run.pause()` / `run.resume()` / `run.cancel()`.,OPEN,File_review/GROUP_10_API/run_control.md
FR-235,MEDIUM,10,app/api/routers/runs.py,_run_dir,Edge Case,Unicode run IDs pass the alphanumeric check.,OPEN,File_review/GROUP_10_API/runs.md
FR-236,MEDIUM,10,app/api/routers/runs.py,get_run_status,Silent Failure Risk,"When `num_nodes` is absent from meta.json, `progress_pct` silently returns 100.0 for any non-empty `node_stats` list.",OPEN,File_review/GROUP_10_API/runs.md
FR-237,MEDIUM,10,app/api/routers/runs.py,list_runs,Performance,"With 10,000 runs, every call to `GET /runs?limit=50` reads 10,000 files from disk.",OPEN,File_review/GROUP_10_API/runs.md
FR-238,MEDIUM,11,app/mcp/auth.py,check_auth,Silent Failure Risk,Timing oracle: an attacker who can send many MCP requests and measure response latency can use a timing side-channel to recover the token character by character.,OPEN,File_review/GROUP_11_MCP/auth.md
FR-239,MEDIUM,11,app/mcp/handlers/artifacts.py,inspect_run_handler (list all runs path),Performance,"Silent wrong sort order: if `created_at` timestamps mix `Z` and `+00:00` suffixes (both are valid ISO 8601 UTC representations), string comparison produces incorrect ordering.",OPEN,File_review/GROUP_11_MCP/artifacts.md
FR-240,MEDIUM,11,app/mcp/handlers/discovery.py,_serialize_node_metadata,Performance,"Performance: if `get_config_schema` is not cached inside the registry, each call to `list_nodes` with no filter triggers 29 Pydantic schema generations.",OPEN,File_review/GROUP_11_MCP/discovery.md
FR-241,MEDIUM,11,app/mcp/handlers/execution.py,execute_pipeline_handler,State Bug,If `_PIPELINE_EXECUTOR` is shut down (e.g.,OPEN,File_review/GROUP_11_MCP/execution.md
FR-242,MEDIUM,11,app/mcp/handlers/graph.py,generate_graph_handler,Edge Case,"Ambiguous semantics: `edges=[]` means ""no edges"" (disconnected graph), while `edges=None` (omitted) means ""auto-chain"".",OPEN,File_review/GROUP_11_MCP/graph.md
FR-243,MEDIUM,11,app/mcp/handlers/graph.py,get_graph_capability_summary_handler,Error Handling,No bug — the behavior is correct.,OPEN,File_review/GROUP_11_MCP/graph.md
FR-244,MEDIUM,11,app/mcp/handlers/optimization.py,optimize_execution_handler,Silent Failure Risk,"Silent omission from capability lists: nodes with failed capability resolution are excluded from `requires_gpu_nodes`, `non_cacheable_nodes`, etc.",OPEN,File_review/GROUP_11_MCP/optimization.md
FR-245,MEDIUM,11,app/mcp/handlers/optimization.py,optimize_execution_handler,Contract Mismatch,Dead code: the `except Exception: cap = None` branch in the handler is unreachable because `registry_runtime.resolve_capability` catches all exceptions internally and returns `IRCapabilityMetadata()` defaults.,OPEN,File_review/GROUP_11_MCP/optimization.md
FR-246,MEDIUM,11,app/mcp/handlers/provenance.py,get_artifact_lineage_handler,Silent Failure Risk,"Silent wrong result: if `ProvenanceStore.get_lineage()` returns `None` for an unknown artifact_id (rather than raising), the handler returns `None`, which serialises to `""null""`.",OPEN,File_review/GROUP_11_MCP/provenance.md
FR-247,MEDIUM,11,app/mcp/handlers/provenance.py,replay_run_handler,State Bug,"Missing `save_graph_ir` call: the replay run's `graph_hash` is always `""""` because `new_run_manager.save_graph_ir()` is never called.",OPEN,File_review/GROUP_11_MCP/provenance.md
FR-248,MEDIUM,11,app/mcp/handlers/run_control.py,handle_pause_run / handle_resume_run / handle_cancel_run,Edge Case,Ambiguous error message: a caller that tries to pause a completed run gets the same error as one that provides a typo'd run_id.,OPEN,File_review/GROUP_11_MCP/run_control.md
FR-249,MEDIUM,11,app/mcp/server.py,handle_call_tool,Silent Failure Risk,"If any handler returns a value that is not JSON-serialisable, `json.dumps(result)` raises `TypeError`.",OPEN,File_review/GROUP_11_MCP/server.md
FR-250,MEDIUM,11,app/mcp/tool_registry.py,register_all_tools,Edge Case,"Silent duplicate registration: if `register_all_tools` is called twice, the second call silently overwrites the first.",OPEN,File_review/GROUP_11_MCP/tool_registry.md
FR-251,MEDIUM,12,app/domain/ingestion.py,IngestionService._run_hf_job,Silent Failure Risk,"When `_get_audio_duration` returns `None` for a saved sample, it silently sets `duration = 0.0` and counts the sample as a success (`total_files += 1`).",OPEN,File_review/GROUP_12_Domain_Models/ingestion.md
FR-252,MEDIUM,12,app/domain/ingestion.py,IngestionService._run_url_job,Edge Case,Uses `Path(url_path).suffix.lower()` to extract the extension from the URL path component.,OPEN,File_review/GROUP_12_Domain_Models/ingestion.md
FR-253,MEDIUM,12,app/domain/ingestion.py,IngestionService.stream_job (Redis path — infinite loop variant),Async Bug,"When the job is loaded from Redis and `status` is already `""running""` in the snapshot (job started but not yet complete on another worker), the loop polls `job.read_progress()` on the frozen snapshot object.",OPEN,File_review/GROUP_12_Domain_Models/ingestion.md
FR-254,MEDIUM,12,app/domain/ingestion.py,_register_job (module-level),State Bug,"The eviction logic acquires `_jobs_lock`, checks `len(_jobs) > _MAX_COMPLETED_JOBS`, then removes completed/failed jobs.",OPEN,File_review/GROUP_12_Domain_Models/ingestion.md
FR-255,MEDIUM,12,app/domain/ingestion.py,_save_hf_audio_sample,Edge Case,"When `original_path` is provided, uses `Path(original_path).stem` as the filename stem without any sanitization.",OPEN,File_review/GROUP_12_Domain_Models/ingestion.md
FR-256,MEDIUM,12,app/domain/project_manager.py,ProjectManager.create_snapshot,Edge Case,Iterates `d.iterdir()` and copies all items that are not version dirs and not the `snapshots` dir itself.,OPEN,File_review/GROUP_12_Domain_Models/project_manager.md
FR-257,MEDIUM,12,app/domain/project_manager.py,ProjectManager.deduplicate,Performance,Reads every WAV file in the version directory in full to compute SHA-256.,OPEN,File_review/GROUP_12_Domain_Models/project_manager.md
FR-258,MEDIUM,12,app/domain/project_manager.py,ProjectManager.restore_version / restore_snapshot,Edge Case,"The temp directory is created at `d.parent / f"".restore_tmp_{uuid}""` — i.e., as a sibling of the project directory, not inside it.",OPEN,File_review/GROUP_12_Domain_Models/project_manager.md
FR-259,MEDIUM,12,app/domain/quality_checker.py,QualityChecker._check_duplicate,Performance,"For very large audio files (e.g., 10-minute recordings), `mono.astype(np.float32).tobytes()` before resampling creates a large in-memory buffer.",OPEN,File_review/GROUP_12_Domain_Models/quality_checker.md
FR-260,MEDIUM,12,app/domain/quality_checker.py,QualityChecker._check_outliers,Edge Case,Uses population standard deviation (`/ n`) via `_mean_std`.,OPEN,File_review/GROUP_12_Domain_Models/quality_checker.md
FR-261,MEDIUM,12,app/domain/quality_checker.py,QualityChecker.run,Edge Case,"For a WAV file with zero samples (0 frames), `_wav_info` returns `duration_ms = 0.0`.",OPEN,File_review/GROUP_12_Domain_Models/quality_checker.md
FR-262,MEDIUM,12,app/models/audio_artifact_serializer.py,AudioSampleHandler.serialize,Resource Leak,"Writes WAV files for each sample, then writes `manifest.json`.",OPEN,File_review/GROUP_12_Domain_Models/audio_artifact_serializer.md
FR-263,MEDIUM,12,app/models/audio_artifact_serializer.py,AudioSampleHandler.serialize,Edge Case,"For an empty list (`data = []`), the loop does not execute, `manifest_entries = []`, and `manifest.json` is written with `{""samples"": []}`.",OPEN,File_review/GROUP_12_Domain_Models/audio_artifact_serializer.md
FR-264,MEDIUM,12,app/models/feature_array.py,FeatureArray (class-level default),State Bug,`metadata: dict = {}` uses a mutable class-level default.,OPEN,File_review/GROUP_12_Domain_Models/feature_array.md
FR-265,MEDIUM,12,app/models/tensor_batch.py,TensorBatch.batch_size (property),Edge Case,Returns `self.data.shape[0] if self.data.ndim > 0 else 0`.,OPEN,File_review/GROUP_12_Domain_Models/tensor_batch.md
FR-266,MEDIUM,13,PluginPackage/Audio/audio_classifier/nodes.py,AudioClassifierNode._load_yamnet_labels,Error Handling,The disk-cache validation checks `len(classes) == 521` but the CSV parsing uses `csv.DictReader` which requires a `display_name` column.,OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_classifier_nodes.md
FR-267,MEDIUM,13,PluginPackage/Audio/audio_classifier/nodes.py,AudioClassifierNode._tflite_classify,Edge Case,"Adds a batch dimension and a channel dimension unconditionally: `features[np.newaxis, ..., np.newaxis]`.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_classifier_nodes.md
FR-268,MEDIUM,13,PluginPackage/Audio/audio_classifier/nodes.py,AudioClassifierNode._yamnet_classify,Resource Leak,`self._model_obj` is loaded lazily inside `_yamnet_classify`.,OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_classifier_nodes.md
FR-269,MEDIUM,13,PluginPackage/Audio/audio_conditioner/nodes.py,AudioConditionerNode._apply_compression,Silent Failure,"Uses `np.maximum(abs_y, 1e-9)` in the denominator to avoid division by zero.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_conditioner_nodes.md
FR-270,MEDIUM,13,PluginPackage/Audio/audio_conditioner/nodes.py,AudioConditionerNode._condition_one,Type Safety,`copy.deepcopy(sample)` is called on every sample.,OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_conditioner_nodes.md
FR-271,MEDIUM,13,PluginPackage/Audio/audio_conditioner/nodes.py,AudioConditionerNode._lufs_normalize,Silent Failure,When `meter.integrated_loudness()` raises an exception (e.g.,OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_conditioner_nodes.md
FR-272,MEDIUM,13,PluginPackage/Audio/audio_event_detector/nodes.py,AudioEventDetectorNode._detect_yamnet,Edge Case,"When `sample.data` is empty (zero samples), `librosa.resample` returns an empty array, and `self._yamnet_model(y)` is called with an empty waveform.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_event_detector_nodes.md
FR-273,MEDIUM,13,PluginPackage/Audio/audio_event_detector/nodes.py,AudioEventDetectorNode.process,Edge Case,"`inputs.get(""input"") or []` — if `inputs` is `None` (not a dict), this raises `AttributeError: 'NoneType' object has no attribute 'get'`.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_event_detector_nodes.md
FR-274,MEDIUM,13,PluginPackage/Audio/audio_exporter/nodes.py,AudioExporterNode.process,Silent Failure,"In append mode, re-indexes new rows by adding `offset = len(existing_rows)`: However, `rows` is built with `idx` from `enumerate(samples)` starting at 0.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_exporter_nodes.md
FR-275,MEDIUM,13,PluginPackage/Audio/audio_exporter/nodes.py,AudioExporterNode.process,Edge Case,The collision-avoidance loop: Has no upper bound on `counter`.,OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_exporter_nodes.md
FR-276,MEDIUM,13,PluginPackage/Audio/audio_exporter/nodes.py,AudioExporterNode.process,Edge Case,"If `sample.sample_rate` is 0 (invalid), the guard returns 0 — correct.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_exporter_nodes.md
FR-277,MEDIUM,13,PluginPackage/Audio/audio_generator/nodes.py,AudioGeneratorNode._tensors_to_samples,Edge Case,"`audio.squeeze().cpu().numpy()` — if the audio tensor has shape `(1, 1, N)` (batch=1, channels=1, samples=N), `squeeze()` removes all size-1 dimensions and returns shape `(N,)` — correct.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_generator_nodes.md
FR-278,MEDIUM,13,PluginPackage/Audio/audio_generator/nodes.py,AudioGeneratorNode.process,Edge Case,Filters out empty/whitespace prompts.,OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_generator_nodes.md
FR-279,MEDIUM,13,PluginPackage/Audio/audio_quality_gate/nodes.py,AudioQualityGateNode._check_bandwidth,Edge Case,"`librosa.feature.spectral_rolloff(y=sample.data, sr=sample.sample_rate, roll_percent=0.85)` — if `sample.data` is empty (zero samples), librosa raises `ParameterError: Audio buffer is not finite everywhere` or returns an...",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_quality_gate_nodes.md
FR-280,MEDIUM,13,PluginPackage/Audio/audio_quality_gate/nodes.py,AudioQualityGateNode._check_duration,Edge Case,"`len(sample.data)` — if `sample.data` is `None`, this raises `TypeError: object of type 'NoneType' has no len()`.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_quality_gate_nodes.md
FR-281,MEDIUM,13,PluginPackage/Audio/audio_quality_gate/nodes.py,AudioQualityGateNode._check_snr,Silent Failure,"For a silence-only audio sample (all zeros), `np.percentile(abs_data, 5)` = 0.0, `noise_power = 0.0 < 1e-10`, so the function returns `None` (no rejection).",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_quality_gate_nodes.md
FR-282,MEDIUM,13,PluginPackage/Audio/audio_quality_gate/nodes.py,AudioQualityGateNode._compute_quality_metadata,Edge Case,`len(sample.data) / sample.sample_rate` — same ZeroDivisionError risk as `_check_duration` if `sample.sample_rate == 0`.,OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_quality_gate_nodes.md
FR-283,MEDIUM,13,PluginPackage/Audio/audio_quality_gate/nodes.py,AudioQualityGateNode.process,Edge Case,"`inputs.get(""input"") or []` — if `inputs` is `None` or a list (SISO calling convention), `inputs.get(...)` raises `AttributeError`.",OPEN,File_review/GROUP_13_Audio_Plugins_Batch_1/audio_quality_gate_nodes.md
FR-284,MEDIUM,14,PluginPackage/Audio/alignment_node/nodes.py,AlignmentNode._align_ctc,Contract Mismatch,"TextGrid files from MFA typically have a ""words"" tier followed by a ""phones"" tier.",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/alignment_node_nodes.md
FR-285,MEDIUM,14,PluginPackage/Audio/alignment_node/nodes.py,AlignmentNode._align_mfa,Error Handling,"The `subprocess.run(..., check=True)` call raises `subprocess.CalledProcessError` on non-zero exit, which is caught and re-raised as `RuntimeError`.",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/alignment_node_nodes.md
FR-286,MEDIUM,14,PluginPackage/Audio/alignment_node/nodes.py,AlignmentNode._parse_textgrid,Silent Failure,"TextGrid files from MFA typically have a ""words"" tier followed by a ""phones"" tier.",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/alignment_node_nodes.md
FR-287,MEDIUM,14,PluginPackage/Audio/audio_annotator/nodes.py,AudioAnnotatorNode._annotate_weak,Type Safety,"The `float(w.get(""confidence"", 0.0))` call in the list comprehension will raise `ValueError` if a weak label entry has a non-numeric confidence value (e.g., `""high""` or `None`).",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/audio_annotator_nodes.md
FR-288,MEDIUM,14,PluginPackage/Audio/audio_annotator/nodes.py,AudioAnnotatorNode._rule_matches,Silent Failure,"A misconfigured rule (missing ""field"" or ""op"") silently never matches instead of raising a configuration error.",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/audio_annotator_nodes.md
FR-289,MEDIUM,14,PluginPackage/Audio/audio_annotator/nodes.py,AudioAnnotatorNode.process,Edge Case,"If an upstream node returns None instead of an empty list (a known risk documented in Group 6 findings), this node crashes with a generic TypeError rather than a clear domain error.",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/audio_annotator_nodes.md
FR-290,MEDIUM,14,PluginPackage/Audio/augmentation_pipeline/nodes.py,AugmentationPipelineNode._aug_codec_degrade,Silent Failure,The entire soundfile encode/decode block is wrapped in a bare `except Exception` that falls back to a low-pass filter.,OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/augmentation_pipeline_nodes.md
FR-291,MEDIUM,14,PluginPackage/Audio/augmentation_pipeline/nodes.py,AugmentationPipelineNode._aug_gain,Edge Case,"`gain_range = cfg.get(""gain_db"", [-6, 6])` — if the config provides a scalar instead of a list (e.g., `""gain_db"": 6`), `self.rng.uniform(gain_range[0], gain_range[1])` will fail with `TypeError: 'int' object is not subsc...",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/augmentation_pipeline_nodes.md
FR-292,MEDIUM,14,PluginPackage/Audio/augmentation_pipeline/nodes.py,AugmentationPipelineNode._aug_speed_perturb,Edge Case,"`target_sr = int(orig_sr * factor)` — if `factor` is very small (e.g., 0.01 from a misconfigured speed_factor range), `target_sr` could be 0 or 1.",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/augmentation_pipeline_nodes.md
FR-293,MEDIUM,14,PluginPackage/Audio/dataset_ingest/nodes.py,DatasetIngestNode._deduplicate,Performance,Memory spike during deduplication of large audio files.,OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/dataset_ingest_nodes.md
FR-294,MEDIUM,14,PluginPackage/Audio/dataset_ingest/nodes.py,DatasetIngestNode._load_manifest,Silent Failure,CSV files saved from Excel or Windows tools often have a UTF-8 BOM.,OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/dataset_ingest_nodes.md
FR-295,MEDIUM,14,PluginPackage/Audio/dataset_ingest/nodes.py,DatasetIngestNode._load_s3,Resource Leak,A single S3 download failure aborts the entire dataset ingestion.,OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/dataset_ingest_nodes.md
FR-296,MEDIUM,14,PluginPackage/Audio/feature_frontend/nodes.py,FeatureFrontendNode._append_deltas,Contract Mismatch,"When `delta=False` and `delta_delta=True`, the code computes: `librosa.feature.delta(..., order=2)` computes the second-order delta of `features` directly.",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/feature_frontend_nodes.md
FR-297,MEDIUM,14,PluginPackage/Audio/feature_frontend/nodes.py,FeatureFrontendNode._normalize,Silent Failure,"Silent metadata lie — `metadata[""normalized""] = True` even when the feature array was not normalized (because std ≤ 1e-8).",OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/feature_frontend_nodes.md
FR-298,MEDIUM,14,PluginPackage/Audio/feature_frontend/nodes.py,FeatureFrontendNode.process,Edge Case,`if features.ndim == 2: features = features.T` — this transpose is applied AFTER `fixed_length` padding/truncation.,OPEN,File_review/GROUP_14_Audio_Plugins_Batch_2/feature_frontend_nodes.md
FR-299,MEDIUM,15,PluginPackage/Audio/environment_simulator/nodes.py,EnvironmentSimulatorNode._simulate,Edge Case,"`room.add_source(src_pos, signal=y)` — if `y` is zero-length (`sample.data = np.array([])`), pyroomacoustics may raise or produce an empty simulation.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/environment_simulator_nodes.md
FR-300,MEDIUM,15,PluginPackage/Audio/environment_simulator/nodes.py,EnvironmentSimulatorNode._simulate,Silent Failure,This normalises the simulated audio to have the same peak amplitude as the input.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/environment_simulator_nodes.md
FR-301,MEDIUM,15,PluginPackage/Audio/segmenter/nodes.py,SegmenterNode._segment_event,Silent Failure,For silence mode with high overlap (e.g.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/segmenter_nodes.md
FR-302,MEDIUM,15,PluginPackage/Audio/segmenter/nodes.py,SegmenterNode._segment_fixed,Edge Case,A caller passing a 500 ms sample with `window_ms=1000` gets an empty list with no indication of why.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/segmenter_nodes.md
FR-303,MEDIUM,15,PluginPackage/Audio/segmenter/nodes.py,SegmenterNode._segment_vad,Async Bug / Type Safety,The actual risk is that `webrtcvad` requires exactly `frame_bytes` bytes per frame.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/segmenter_nodes.md
FR-304,MEDIUM,15,PluginPackage/Audio/speaker_separator/nodes.py,SpeakerSeparatorNode._separate_pyannote,Resource Leak,"`waveform = torch.from_numpy(y).unsqueeze(0)` — if `y` is stereo (ndim > 1), this produces a `(1, channels, N)` tensor.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speaker_separator_nodes.md
FR-305,MEDIUM,15,PluginPackage/Audio/speaker_separator/nodes.py,SpeakerSeparatorNode._separate_speechbrain,Edge Case,The resampling uses `librosa` imported inside the conditional block.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speaker_separator_nodes.md
FR-306,MEDIUM,15,PluginPackage/Audio/speaker_separator/nodes.py,SpeakerSeparatorNode.process,Edge Case,Does not validate that `samples` is non-empty or that individual samples have non-zero data.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speaker_separator_nodes.md
FR-307,MEDIUM,15,PluginPackage/Audio/speech_enhancer/nodes.py,SpeechEnhancerNode._telephony_bandpass,Edge Case,"The `dereverb` config option is documented as ""apply dereverberation"" but the implementation is a noise smoother.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speech_enhancer_nodes.md
FR-308,MEDIUM,15,PluginPackage/Audio/speech_enhancer/nodes.py,SpeechEnhancerNode.process,Edge Case,"The `dereverb` config option is documented as ""apply dereverberation"" but the implementation is a noise smoother.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speech_enhancer_nodes.md
FR-309,MEDIUM,15,PluginPackage/Audio/speech_synthesizer/nodes.py,SpeechSynthesizerNode._synthesize_coqui,Resource Leak,The temp file is created with `delete=False` and deleted in a `finally` block.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speech_synthesizer_nodes.md
FR-310,MEDIUM,15,PluginPackage/Audio/speech_synthesizer/nodes.py,SpeechSynthesizerNode._synthesize_espeak,Error Handling,(Beyond the CRITICAL resource leak above.) The `subprocess.run` call has a `timeout=30` seconds.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speech_synthesizer_nodes.md
FR-311,MEDIUM,15,PluginPackage/Audio/speech_synthesizer/nodes.py,SpeechSynthesizerNode.process,Edge Case,"`_resolve_backend()` is called once per `process()` invocation, which re-runs the import check on every call.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speech_synthesizer_nodes.md
FR-312,MEDIUM,15,PluginPackage/Audio/stream_ingest/nodes.py,StreamIngestNode._capture_microphone,Resource Leak,`sd.rec(...)` starts a recording.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/stream_ingest_nodes.md
FR-313,MEDIUM,15,PluginPackage/Audio/stream_ingest/nodes.py,StreamIngestNode._capture_websocket (inner _receive),Edge Case,"`np.frombuffer(message, dtype=np.float32).copy()` — if `len(message)` is not a multiple of 4 bytes, `np.frombuffer` raises `ValueError: buffer size must be a multiple of element size`.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/stream_ingest_nodes.md
FR-314,MEDIUM,15,PluginPackage/Audio/stream_ingest/nodes.py,StreamIngestNode._stream_file,Silent Failure,`file_path = self.config.file_path or self.config.websocket_url` — falls back to `websocket_url` for backward compatibility.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/stream_ingest_nodes.md
FR-315,MEDIUM,15,PluginPackage/Audio/stream_processor/nodes.py,StreamProcessorNode.process,Edge Case,"`all_data = np.concatenate([c.data.astype(np.float32) for c in self._buffer])` — if any chunk's `data` is 2D (stereo), `np.concatenate` will concatenate along axis 0, producing a 2D array.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/stream_processor_nodes.md
FR-316,MEDIUM,15,PluginPackage/Audio/stream_processor/nodes.py,StreamProcessorNode.process,Edge Case,`template = list(self._buffer)[0] if self._buffer else None` — converts the deque to a list just to get the first element.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/stream_processor_nodes.md
FR-317,MEDIUM,15,PluginPackage/Audio/voice_converter/nodes.py,VoiceConverterNode._convert_knnvc,Contract Mismatch,"`y_out = knnvc.convert(y, sr, target_path)` — the return type of `knnvc.convert` is assumed to be array-like.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/voice_converter_nodes.md
FR-318,MEDIUM,15,PluginPackage/Audio/voice_converter/nodes.py,VoiceConverterNode._convert_speechbrain,Edge Case,"`y = sample.data.astype(np.float32)` — if `data` is stereo (ndim > 1), `y` is 2D.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/voice_converter_nodes.md
FR-319,MEDIUM,15,PluginPackage/Audio/voice_converter/nodes.py,VoiceConverterNode.process,Edge Case,Does not validate that `samples` is non-empty or that individual samples have non-zero data.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/voice_converter_nodes.md
FR-320,MEDIUM,16,PluginPackage/Common/dataset_balancer/nodes.py,DatasetBalancerNode.process,Edge Case,"If `dataset.y_train` is None while `dataset.X_train` is non-empty, `np.unique(y, ...)` raises `TypeError: argument of type 'NoneType' is not iterable`.",OPEN,File_review/GROUP_16_Common_Plugins/dataset_balancer_nodes.md
FR-321,MEDIUM,16,PluginPackage/Common/dataset_balancer/nodes.py,DatasetBalancerNode.process,Edge Case,"`target_count = -1` causes `deficit = -1 - cnt < 0` for all classes, so the oversample loop adds nothing.",OPEN,File_review/GROUP_16_Common_Plugins/dataset_balancer_nodes.md
FR-322,MEDIUM,16,PluginPackage/Common/dataset_builder/nodes.py,DatasetBuilderNode._infer_split,Silent Failure,"`FeatureArray` objects created without a `source_path` (e.g., from in-memory generation) will crash `_infer_split` with `AttributeError: 'NoneType' object has no attribute 'replace'`.",OPEN,File_review/GROUP_16_Common_Plugins/dataset_builder_nodes.md
FR-323,MEDIUM,16,PluginPackage/Common/dataset_builder/nodes.py,DatasetBuilderNode._to_arrays,Edge Case,Variable-length audio features (different number of frames per sample) cause a crash in `np.stack` with a confusing error message.,OPEN,File_review/GROUP_16_Common_Plugins/dataset_builder_nodes.md
FR-324,MEDIUM,16,PluginPackage/Common/dataset_versioner/nodes.py,DatasetVersionerNode._write_manifest,Edge Case,"If `dataset.labels` is empty (e.g., a DatasetArtifact built from an empty feature list that was later populated externally), the manifest contains numeric strings instead of class names.",OPEN,File_review/GROUP_16_Common_Plugins/dataset_versioner_nodes.md
FR-325,MEDIUM,16,PluginPackage/Common/dataset_versioner/nodes.py,DatasetVersionerNode.process,Resource Leak,"On a subsequent retry with the same `version_tag`, `out_dir.mkdir(..., exist_ok=True)` succeeds silently, and the partial manifest/lineage from the failed run may be overwritten or left in an inconsistent state.",OPEN,File_review/GROUP_16_Common_Plugins/dataset_versioner_nodes.md
FR-326,MEDIUM,16,PluginPackage/Common/deployment_packager/nodes.py,DeploymentPackagerNode._package_mcu,Performance,OOM risk for large models.,OPEN,File_review/GROUP_16_Common_Plugins/deployment_packager_nodes.md
FR-327,MEDIUM,16,PluginPackage/Common/deployment_packager/nodes.py,DeploymentPackagerNode.process,Edge Case,`Path(None)` raises `TypeError` before reaching the target-specific packager.,OPEN,File_review/GROUP_16_Common_Plugins/deployment_packager_nodes.md
FR-328,MEDIUM,16,PluginPackage/Common/edge_optimizer/nodes.py,EdgeOptimizerNode.process,Edge Case,Missing model path produces a confusing TensorFlow or OS error instead of a clear `FileNotFoundError` with the path.,OPEN,File_review/GROUP_16_Common_Plugins/edge_optimizer_nodes.md
FR-329,MEDIUM,16,PluginPackage/Common/embedding_generator/nodes.py,EmbeddingGeneratorNode._embed_transformers,State Bug,Stale processor from a previous setup cycle is used with a newly loaded model.,OPEN,File_review/GROUP_16_Common_Plugins/embedding_generator_nodes.md
FR-330,MEDIUM,16,PluginPackage/Common/evaluator/nodes.py,EvaluatorNode._load_model,Silent Failure,"TorchScript models loaded via `torch.load` (not `torch.jit.load`) are not detected as state dicts, and the subsequent `model.predict()` call crashes with a confusing `AttributeError`.",OPEN,File_review/GROUP_16_Common_Plugins/evaluator_nodes.md
FR-331,MEDIUM,16,PluginPackage/Common/experiment_tracker/nodes.py,ExperimentTrackerNode._capture_env,Error Handling,"5-second blocking delay in `setup()` on systems where `git` is slow (network filesystem, large repo).",OPEN,File_review/GROUP_16_Common_Plugins/experiment_tracker_nodes.md
